"タグID","タグ名","タググループ名","カテゴリID","カテゴリ名","カテゴリパス"
"147","グレンチェック","柄","3250","ブライダルその他","レディースファッション/ブライダル・パーティー"
"148","スカル","柄","3250","ブライダルその他","レディースファッション/ブライダル・パーティー"
"149","ストライプ","柄","3250","ブライダルその他","レディースファッション/ブライダル・パーティー"
"150","ゼブラ","柄","3250","ブライダルその他","レディースファッション/ブライダル・パーティー"
"151","タータンチェック","柄","3250","ブライダルその他","レディースファッション/ブライダル・パーティー"
"152","その他チェック","柄","3250","ブライダルその他","レディースファッション/ブライダル・パーティー"
"157","ハート","柄","3250","ブライダルその他","レディースファッション/ブライダル・パーティー"
"159","花柄","柄","3250","ブライダルその他","レディースファッション/ブライダル・パーティー"
"162","ペイズリー","柄","3250","ブライダルその他","レディースファッション/ブライダル・パーティー"
"163","ボーダー","柄","3250","ブライダルその他","レディースファッション/ブライダル・パーティー"
"164","星","柄","3250","ブライダルその他","レディースファッション/ブライダル・パーティー"
"165","ドット（水玉）","柄","3250","ブライダルその他","レディースファッション/ブライダル・パーティー"
"166","カモフラージュ（迷彩）","柄","3250","ブライダルその他","レディースファッション/ブライダル・パーティー"
"167","モノグラム","柄","3250","ブライダルその他","レディースファッション/ブライダル・パーティー"
